timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
2024-10-04 08:09:49,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:09:54,26985,26985,26985,26985,0,-1,-513,-1,-1537
2024-10-04 08:09:59,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:10:04,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:10:09,26985,26985,26985,26985,0,-1,-513,-1,-769
2024-10-04 08:10:14,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:10:19,26985,26985,26985,26985,0,0,1280,0,256
2024-10-04 08:10:24,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:10:29,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:10:34,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:10:39,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:10:45,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:10:50,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:10:54,26985,26985,26985,26985,0,0,1280,-1,-1537
2024-10-04 08:10:59,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:11:04,26985,26985,26985,26985,0,-1,-257,0,512
2024-10-04 08:11:09,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:11:15,26985,26985,26985,26985,0,0,512,-1,-513
2024-10-04 08:11:20,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:11:25,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:11:30,26985,26985,26985,26985,0,0,1536,0,0
2024-10-04 08:11:35,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:11:40,26985,26985,26985,26985,0,0,1024,0,1792
2024-10-04 08:11:45,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:11:50,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:13:35,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:13:40,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:13:45,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:13:50,26985,26985,26985,26985,0,0,0,0,512
2024-10-04 08:13:55,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:14:00,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:14:05,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:14:10,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:14:15,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:14:20,26985,26985,26985,26985,0,-1,-257,0,0
2024-10-04 08:14:25,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:14:30,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:14:35,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:14:40,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:14:45,26985,26985,26985,26985,0,0,512,-1,-1
2024-10-04 08:14:50,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:14:55,26985,26985,26985,26985,0,0,256,-1,-769
2024-10-04 08:15:00,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:15:05,26985,26985,26985,26985,0,-1,-1025,-1,-1025
2024-10-04 08:15:10,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:15:15,26985,26985,26985,26985,0,-1,-257,0,0
2024-10-04 08:15:20,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:15:25,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:15:30,26985,26985,26985,26985,0,0,0,-1,-1
2024-10-04 08:15:35,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:15:40,26985,26985,26985,26985,0,0,1280,-1,-1281
2024-10-04 08:15:45,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:15:50,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:15:55,26985,26985,26985,26985,0,-1,-1,0,512
2024-10-04 08:16:00,26985,26985,26985,26985,0,0,512,-1,-1
2024-10-04 08:16:05,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:16:10,26985,26985,26985,26985,0,0,0,-1,-769
2024-10-04 08:16:15,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:16:20,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:16:25,26985,26985,26985,26985,0,-1,-257,-1,-769
2024-10-04 08:16:30,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:16:35,26985,26985,26985,26985,0,0,256,-1,-769
2024-10-04 08:16:40,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:16:45,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:16:50,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:16:55,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:17:00,26985,26985,26985,26985,0,-1,-257,-1,-769
2024-10-04 08:17:05,26985,26985,26985,26985,0,0,0,0,1280
2024-10-04 08:17:10,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:17:15,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:17:20,26985,26985,26985,26985,0,0,1792,0,1792
2024-10-04 08:17:25,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:17:30,26985,26985,26985,26985,0,-1,-257,-1,-1
2024-10-04 08:17:35,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:17:40,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:17:45,26985,26985,26985,26985,0,-1,-257,-1,-257
2024-10-04 08:17:50,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:17:55,26985,26985,26985,26985,0,-1,-1,-1,-1281
2024-10-04 08:18:00,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:18:05,26985,26985,26985,26985,0,-1,-769,-1,-257
2024-10-04 08:18:10,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:18:15,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:18:20,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:18:25,26985,26985,26985,26985,0,-1,-769,0,1792
2024-10-04 08:18:30,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:18:35,26985,26985,26985,26985,0,0,512,0,0
2024-10-04 08:21:28,2,-3,0,-673,-938,458,-1,-1,-1
2024-10-04 08:21:33,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:21:38,0,1,-4,449,-208,-61,-1,-1,-1
2024-10-04 08:21:43,0,0,0,448,-209,-61,-1,-1,-1
2024-10-04 08:21:48,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:21:53,-7,3,3,449,113,163,-1,-1,-1
2024-10-04 08:21:58,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:22:03,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:22:08,6,-3,-1,-278,-250,-798,-1,-1,-1
2024-10-04 08:22:13,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:22:18,3,-1,0,-856,-825,703,-1,-1,-1
2024-10-04 08:22:23,0,0,0,448,-209,-61,-1,-1,-1
2024-10-04 08:22:28,-7,-4,-2,-301,-769,829,-1,-1,-1
2024-10-04 08:22:33,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:22:38,2,1,-1,449,-208,-61,-1,-1,-1
2024-10-04 08:22:43,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:22:48,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:22:53,-2,-5,6,449,16,-331,-1,-1,-1
2024-10-04 08:22:58,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:23:03,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:23:08,6,-4,0,-301,-211,-750,-1,-1,-1
2024-10-04 08:23:13,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:23:18,4,3,-1,65,119,265,-1,-1,-1
2024-10-04 08:23:23,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:23:28,-5,3,-1,-87,-336,527,-1,-1,-1
2024-10-04 08:23:33,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:23:38,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:23:43,-1,0,0,513,538,449,-1,-1,-1
2024-10-04 08:23:48,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:23:53,0,-6,-4,449,-208,-61,-1,-1,-1
2024-10-04 08:23:58,5,7,-1,829,943,374,-1,-1,-1
2024-10-04 08:24:03,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:24:08,-2,-5,6,449,-203,-319,-1,-1,-1
2024-10-04 08:24:13,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:24:18,1,-4,3,452,45,-187,-1,-1,-1
2024-10-04 08:24:23,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:24:28,-4,6,0,452,-323,-80,-1,-1,-1
2024-10-04 08:24:33,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:24:38,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:24:44,-6,1,-4,-188,153,-605,-1,-1,-1
2024-10-04 08:24:49,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:24:54,0,0,-2,449,-208,-61,-1,-1,-1
2024-10-04 08:24:58,0,7,2,-605,451,682,-1,-1,-1
2024-10-04 08:25:04,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:25:09,0,-7,-4,449,-208,-2,-1,-1,-1
2024-10-04 08:25:14,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:25:19,0,0,-1,449,-208,-61,-1,-1,-1
2024-10-04 08:25:24,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:25:29,0,0,-1,449,-208,-61,-1,-1,-1
2024-10-04 08:25:34,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:25:39,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:25:44,-1,-5,6,449,-210,-330,-1,-1,-1
2024-10-04 08:25:49,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:25:54,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:25:59,6,5,5,-305,-186,-661,-1,-1,-1
2024-10-04 08:26:04,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:26:09,0,0,6,449,-208,-61,-1,-1,-1
2024-10-04 08:26:14,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:26:19,0,0,-1,449,-208,-61,-1,-1,-1
2024-10-04 08:26:24,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:26:29,0,0,-2,449,-208,-61,-1,-1,-1
2024-10-04 08:26:34,-1,-3,6,-491,829,61,-1,-1,-1
2024-10-04 08:26:39,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:26:44,0,-6,-7,449,-208,1,-1,-1,-1
2024-10-04 08:26:49,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:26:54,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:26:59,5,3,-1,-700,-56,-408,-1,-1,-1
2024-10-04 08:27:04,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:27:09,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:27:14,3,0,3,-605,652,206,-1,-1,-1
2024-10-04 08:27:19,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:27:24,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:27:29,0,0,0,449,-208,-62,-1,-1,-1
2024-10-04 08:27:34,-4,-6,-6,45,-187,153,-1,-1,-1
2024-10-04 08:27:39,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:27:44,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:27:49,4,1,-1,-46,83,-894,-1,-1,-1
2024-10-04 08:27:54,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:27:59,0,-5,0,449,-208,-61,-1,-1,-1
2024-10-04 08:28:04,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:28:09,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:28:14,1,-1,3,449,454,851,-1,-1,-1
2024-10-04 08:28:19,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:28:24,5,3,6,-118,-585,829,-1,-1,-1
2024-10-04 08:28:29,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:28:34,0,6,-5,449,-208,-61,-1,-1,-1
2024-10-04 08:28:39,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:28:44,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:28:49,-5,5,3,449,270,746,-1,-1,-1
2024-10-04 08:28:54,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:28:59,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:29:04,6,7,3,-282,-100,-541,-1,-1,-1
2024-10-04 08:29:09,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:29:14,-5,3,-1,-445,510,-660,-1,-1,-1
2024-10-04 08:29:19,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:29:24,-5,-6,7,-570,829,670,-1,-1,-1
2024-10-04 08:29:29,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:29:34,0,-3,2,449,-208,-61,-1,-1,-1
2024-10-04 08:29:39,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:29:44,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:29:49,5,0,3,449,1,-932,-1,-1,-1
2024-10-04 08:29:54,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:29:59,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:30:04,-4,-6,3,45,-188,153,-1,-1,-1
2024-10-04 08:30:09,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:30:14,4,0,1,449,-208,-546,-1,-1,-1
2024-10-04 08:30:19,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:30:24,3,-1,0,-878,464,662,-1,-1,-1
2024-10-04 08:30:29,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:30:34,0,0,-2,449,-208,-61,-1,-1,-1
2024-10-04 08:30:39,1,-2,0,-751,-895,587,-1,-1,-1
2024-10-04 08:30:44,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:30:49,0,-1,1,449,-208,-61,-1,-1,-1
2024-10-04 08:30:54,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:30:59,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:31:04,-4,-6,-7,449,62,-890,-1,-1,-1
2024-10-04 08:31:09,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:31:14,0,-2,-1,449,-208,-61,-1,-1,-1
2024-10-04 08:31:19,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:31:24,-2,0,-5,449,-208,-54,-1,-1,-1
2024-10-04 08:31:29,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:31:34,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:31:39,1,-4,0,449,45,-188,-1,-1,-1
2024-10-04 08:31:44,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:31:49,0,0,0,449,-208,-61,-1,-1,-1
2024-10-04 08:31:54,6,3,-3,-393,-441,835,-1,-1,-1
2024-10-04 08:31:59,0,0,0,417,-50,-244,-1,-1,-1
2024-10-04 08:32:04,-3,0,0,137,-10,-210,-1,-1,-1
2024-10-04 08:32:09,0,-3,0,-426,108,-145,-1,-1,-1
2024-10-04 08:32:14,-3,0,0,145,-188,-117,-1,-1,-1
2024-10-04 08:32:19,4,2,-7,-605,928,-879,-1,-1,-1
2024-10-04 08:32:24,-3,0,-1,134,-85,163,-1,-1,-1
2024-10-04 08:32:29,-3,0,0,188,-113,184,-1,-1,-1
2024-10-04 08:32:34,-3,0,0,190,-113,183,-1,-1,-1
2024-10-04 08:32:39,0,-5,-7,191,-967,420,-1,-1,-1
2024-10-04 08:32:44,-3,0,0,191,-114,181,-1,-1,-1
2024-10-04 08:32:49,-3,0,0,191,-114,181,-1,-1,-1
